Matching Affiliation,Institution Guess,doi,url,Article Title,Authors,Year,Journal Title,All Affiliations
"Avenue Giuseppe-Motta 41, 1211 Geneva 20, Switzerland.",,10.1017/S0376892900017835,http://dx.doi.org/10.1017/S0376892900017835,WMO Statement on Modification of the Ozone Layer due to Human Activities,World Meteorological Organization,1976,Environmental Conservation,"aff1 /// Avenue Giuseppe-Motta 41 ///  /// ,  /// 1211 Geneva 20 ///  /// ,  /// Switzerland ///  /// ."
"c/o World Health Organization, 1211 Geneva 27, Switzerland.",,10.1017/S0376892900013576,http://dx.doi.org/10.1017/S0376892900013576,WHO and the Threat of Thermonuclear Holocaust,M.A. Farid,1984,Environmental Conservation,"aff1 /// c/o World Health Organization ///  /// ,  /// 1211 Geneva 27 ///  /// ,  /// Switzerland ///  /// ."
"41 Avenue Giuseppe-Motta, 1211 Geneva, Switzerland.",,10.1017/S0376892900004008,http://dx.doi.org/10.1017/S0376892900004008,"IMO/WMO Centenary Celebrations and Conferences, held in Vienna, Austria, 4–7 September 1973, and Geneva, Switzerland, 10–12 September 1973",World Meteorological Organization,1974,Environmental Conservation,"aff1 /// 41 Avenue Giuseppe-Motta ///  /// ,  /// 1211 Geneva ///  /// ,  /// Switzerland ///  /// ."
"Empa Materials Science and Technology, 8600 Dübendorf, Switzerland",,10.1017/S1431927609090163,http://dx.doi.org/10.1017/S1431927609090163,Toward Reproducible Three-Dimensional Microstructure Analysis of Granular Materials and Complex Suspensions,Lorenz Holzer /// Beat Münch,2009,Microscopy and Microanalysis,"aff1 /// Empa Materials Science and Technology ///  /// ,  /// 8600 Dübendorf ///  /// ,  /// Switzerland /// "
"Department of Anatomy, University of Basle, Switzerland",,10.1017/S0025315400021342,http://dx.doi.org/10.1017/S0025315400021342," n.sp. (Cephalaspidea: Opisthobranchia: Gastropoda), a new runcinid from Great Britain",Annetrudi Kress,1977,Journal of the Marine Biological Association of the United Kingdom,"aff1 /// Department of Anatomy ///  /// ,  /// University of Basle ///  /// ,  /// Switzerland /// "
"Projects Management Department, WWF International, CH-1196 Gland, Switzerland.",,10.1017/S003060530002696X,http://dx.doi.org/10.1017/S003060530002696X,"The WWF and Gunung Leuser National Park, Sumatra",Anton Fernhout,1987,Oryx,"aff1 /// Projects Management Department ///  /// ,  /// WWF International ///  /// ,  /// CH-1196 Gland ///  /// ,  /// Switzerland ///  /// ."
"Institute of Parasitology, University of Berne, Berne, Switzerland",University of Bern,10.1017/S0031182006002083,http://dx.doi.org/10.1017/S0031182006002083,Improved serodiagnosis of alveolar echinococcosis of humans using an -produced  antigen,N. MÜLLER /// E. FREI /// S. NUÑEZ /// B. GOTTSTEIN,2007,Parasitology,"aff001 /// Institute of Parasitology ///  /// ,  /// simple /// University of Berne ///  /// ,  /// Berne ///  /// ,  /// Switzerland /// "
"Chairman, IUCN/SSC Cat Specialist Group, 1172 Bougy, Switzerland",,10.1017/S0030605300022912,http://dx.doi.org/10.1017/S0030605300022912,,Peter Jackson,1989,Oryx,"aff1 /// Chairman ///  /// ,  /// IUCN/SSC Cat Specialist Group ///  /// ,  /// 1172 Bougy ///  /// ,  /// Switzerland /// "
"Theory Group, CERN CH1211, Geneva 23, Switzerland",,10.1017/S0308210509000882,http://dx.doi.org/10.1017/S0308210509000882,Geometric Langlands duality and the equations of Nahm and Bogomolny,Edward Witten,2010,Proceedings of the Royal Society of Edinburgh: Section A Mathematics,"aff1 /// Theory Group ///  /// ,  /// CERN CH1211 ///  /// ,  /// Geneva 23 ///  /// ,  /// Switzerland /// "
"Baptist Thelogical Seminary, Gheistr. 31, 8803 Rüschlikon, Switzerland",,10.1017/S0036930600047888,http://dx.doi.org/10.1017/S0036930600047888,Responsible Preaching,Thorwald Lorenzen,1980,Scottish Journal of Theology,"aff1 /// Baptist Thelogical Seminary ///  /// ,  /// Gheistr. 31 ///  /// ,  /// 8803 Rüschlikon ///  /// ,  /// Switzerland /// "
"Commonwealth Institute of Biological Control, European Station, Delémont, Switzerland",,10.4039/Ent100785-8,http://dx.doi.org/10.4039/Ent100785-8, (LEPIDOPTERA: HESPERIIDAE) AND ITS PARASITES IN EUROPE,K. P. Carl,1968,The Canadian Entomologist,"aff1 /// Commonwealth Institute of Biological Control ///  /// ,  /// European Station ///  /// ,  /// Delémont ///  /// ,  /// Switzerland /// "
"Département de Mathématiques, E.P.F.L., 1015 Lausanne, Switzerland",,10.1017/S0308210500024318,http://dx.doi.org/10.1017/S0308210500024318,Some examples of rank one convex functions in dimension two,B. Dacorogna /// J. Douchet /// W. Gangbo /// J. Rappaz,1990,Proceedings of the Royal Society of Edinburgh: Section A Mathematics,"aff1 /// Département de Mathématiques ///  /// ,  /// E.P.F.L. ///  /// ,  /// 1015 Lausanne ///  /// ,  /// Switzerland /// "
"Professor in the Faculty of Arts, Geneva, Switzerland",,10.1017/S0033291700045797,http://dx.doi.org/10.1017/S0033291700045797,The role of language in psychiatric treatment in the French Romantic Age: A note on Dr Laurent Cerise,Jean Starobinski,1974,Psychological Medicine,"aff1 /// Professor in the Faculty of Arts ///  /// ,  /// Geneva ///  /// ,  /// Switzerland /// "
"Pediatric Cardiology, Inselspital, Bern, Switzerland",University of Bern,10.1017/S1047951109991028,http://dx.doi.org/10.1017/S1047951109991028,"Patent arterial duct, bottle-meal, and fatal myocardial ischaemia",Simon Fluri /// Mladen Pavlovic /// Bendicht P. Wagner,2010,Cardiology in the Young,"aff1 /// 1 ///  /// Department of Pediatrics ///  /// ,  /// Pediatric Intensive Care Unit ///  /// ,  /// University Hospital ///  /// ,  /// Bern ///  /// ,  /// Switzerland ///  /// aff2 /// 2 ///  /// Pediatric Cardiology ///  /// ,  /// Inselspital ///  /// ,  /// Bern ///  /// ,  /// Switzerland /// "
"Swiss Tropical and Public Health Institute, Department of Medicines Research, Basel, Switzerland; University of Basel, Basel, Switzerland",University of Basel,10.1017/S0031182010001137,http://dx.doi.org/10.1017/S0031182010001137,Chemotherapy against human African trypanosomiasis: Is there a road to success?,CHRISTIAN BURRI,2010,Parasitology,"aff1 /// Swiss Tropical and Public Health Institute, Department of Medicines Research, Basel ///  /// ,  /// Switzerland ///  /// ;  /// University of Basel ///  /// ,  /// Basel ///  /// ,  /// Switzerland /// "
"École Polytechnique Fédérale de Lausanne, Switzerland",EPFL,10.1017/S1431927610058162,http://dx.doi.org/10.1017/S1431927610058162,Novel Picosecond Time-Resolved Cathodoluminescence to Probe Exciton Recombination Dynamics in GaN and GaN Based Heterostructures,S Sonderegger /// P Corfdir /// L Balet /// T Zhu /// A Dussaigne /// D Martin /// J Ristić /// P Lefebvre /// J-D Ganière /// N Grandjean /// B Deveaud-Plédran,2010,Microscopy and Microanalysis,"aff001 /// Attolight GnbH ///  /// ,  /// Switzerland ///  /// aff002 /// École Polytechnique Fédérale de Lausanne ///  /// ,  /// Switzerland ///  /// aff003 /// Universidad Politécnica de Madrid ///  /// ,  /// Spain /// "
"Institute for Infectious Diseases, University of Bern, Bern, Switzerland",University of Bern,10.1086/507917,http://dx.doi.org/10.1086/507917,"Duration of Methicillin-Resistant  Carriage, According to Risk Factors for Acquisition",Jonas Marschall /// Kathrin Mühlemann,2006,Infection Control & Hospital Epidemiology,"aff1 /// Department of Infectious Diseases ///  /// ,  /// University Hospital Bern ///  /// ,  /// Bern ///  /// ,  /// Switzerland ///  /// aff2 /// Institute for Infectious Diseases ///  /// ,  /// University of Bern ///  /// ,  /// Bern ///  /// ,  /// Switzerland /// "
"Institute of Anatomy, University of Lausanne, 1011 Lausanne, Switzerland",University of Lausanne,10.1017/S0140525X00018434,http://dx.doi.org/10.1017/S0140525X00018434,Parcellation: A hard theory to test,P. G. H. Clarke,1984,Behavioral and Brain Sciences,"aff1 /// Institute of Anatomy ///  /// ,  /// University of Lausanne ///  /// ,  /// 1011 Lausanne ///  /// ,  /// Switzerland /// "
"Zoologisches Institut der Universität, 4051-Basel, Switzerland",University of Basel,10.1017/S0140525X00018859,http://dx.doi.org/10.1017/S0140525X00018859,Resurrecting Lorenz's hydraulic model: Phlogiston explained by quantum mechanics,C. H. F. Rowell,1984,Behavioral and Brain Sciences,"aff1 /// Zoologisches Institut der Universität ///  /// ,  /// 4051-Basel ///  /// ,  /// Switzerland /// "
"Institut de Physiologie, Pérolles, CH-1700 Fribourg, Switzerland",,10.1017/S0140525X00060386,http://dx.doi.org/10.1017/S0140525X00060386,Toward contextual instead of either/or thinking,Mario Wiesendanger,1978,Behavioral and Brain Sciences,"aff1 /// Institut de Physiologie ///  /// ,  /// Pérolles ///  /// ,  /// CH-1700 Fribourg ///  /// ,  /// Switzerland /// "
"Université de Fribourg (Switzerland), dominic.omeara@unifr.ch",University of Fribourg,10.1017/S0009840X06001594,http://dx.doi.org/10.1017/S0009840X06001594,,DOMINIC J. O'MEARA,2006,The Classical Review,"aff1 /// Université de Fribourg (Switzerland) ///  /// ,  /// dominic.omeara@unifr.ch /// dominic.omeara@unifr.ch /// "
"Federal Dairy Research Institute, CH-3097 Liebefeld, Switzerland",,10.1017/S0022029900023360,http://dx.doi.org/10.1017/S0022029900023360,Effect of calcium on the hydration of casein. I. Water vapour sorption and fine structure of calcium caseinates compared with sodium caseinates in the pH range 4·6–8·0,Max Rüegg /// Ursula Moor,1984,Journal of Dairy Research,"aff1 /// Federal Dairy Research Institute ///  /// ,  /// CH-3097 Liebefeld ///  /// ,  /// Switzerland /// "
"Federal Dairy Research Institute, CH-3097 Liebefeld-Bern, Switzerland",,10.1017/S0022029900016009,http://dx.doi.org/10.1017/S0022029900016009,Serological studies on heat-induced interactions of α-lactalbumin and milk proteins,A. Baer /// M. Oroz /// B. Blanc,1976,Journal of Dairy Research,"aff1 /// Federal Dairy Research Institute ///  /// ,  /// CH-3097 Liebefeld-Bern ///  /// ,  /// Switzerland /// "
"Veterinary Physiology, Vetsuisse Faculty, University of Bern, Bern, Switzerland",University of Bern,10.1017/S0022029909004129,http://dx.doi.org/10.1017/S0022029909004129,"Cell population, viability, and some key immunomodulatory molecules in different milk somatic cell samples in dairy cows",Amandine Baumert /// Rupert M. Bruckmaier /// Olga Wellnitz,2009,Journal of Dairy Research,"aff001 /// Veterinary Physiology, Vetsuisse Faculty ///  /// ,  /// University of Bern ///  /// ,  /// Bern ///  /// ,  /// Switzerland /// "
"Institute of Fluid Dynamics, ETH Zurich, 8092 Zurich, Switzerland",ETH Zurich,10.1017/S0022112009991297,http://dx.doi.org/10.1017/S0022112009991297,Directivity of acoustic emissions from wave packets to the far field,DOMINIK OBRIST,2009,Journal of Fluid Mechanics,"aff001 /// Institute of Fluid Dynamics ///  /// ,  /// ETH Zurich ///  /// ,  /// 8092 Zurich ///  /// ,  /// Switzerland /// "
"c/o World Health Organization, 1211 Geneva 27, Switzerland.",,10.1017/S0376892900011371,http://dx.doi.org/10.1017/S0376892900011371,,M.A. Farid,1987,Environmental Conservation,"aff1 /// c/o World Health Organization ///  /// ,  /// 1211 Geneva 27 ///  /// ,  /// Switzerland ///  /// ."
"IUCN, Avenue du Mont-Blanc, 1196 Gland, Switzerland.",,10.1017/S0376892900035785,http://dx.doi.org/10.1017/S0376892900035785,The Vital Importance of Maintaining Forests,Jeffrey A. Sayer,1986,Environmental Conservation,"aff1 /// IUCN ///  /// ,  /// Avenue du Mont-Blanc ///  /// ,  /// 1196 Gland ///  /// ,  /// Switzerland ///  /// ."
"Palais des Nations, 1211 Geneva 10, Switzerland.",,10.1017/S0376892900006275,http://dx.doi.org/10.1017/S0376892900006275,UNDRO and IMCO Sign Cooperation Agreement,Office of the U.N. Disaster Relief Coordinator,1978,Environmental Conservation,"aff1 /// Palais des Nations ///  /// ,  /// 1211 Geneva 10 ///  /// ,  /// Switzerland ///  /// ."
"19 Avenue de Budé, 1202 Geneva, Switzerland.",,10.1017/S0376892900017367,http://dx.doi.org/10.1017/S0376892900017367,Concern for the World's Oceans and Coasts,Paul Evan Ress,1990,Environmental Conservation,"aff1 /// 19 Avenue de Budé ///  /// ,  /// 1202 Geneva ///  /// ,  /// Switzerland ///  /// ."
"7 Rue des Lattes, 1217 Meyrin 1, Switzerland.",,10.1017/S0376892900012911,http://dx.doi.org/10.1017/S0376892900012911,,David Chalfan,1983,Environmental Conservation,"aff1 /// 7 Rue des Lattes ///  /// ,  /// 1217 Meyrin 1 ///  /// ,  /// Switzerland ///  /// ."
"IUCN, Avenue du Mont-Blanc, CH-1196 Gland, Switzerland.",,10.1017/S0376892900029167,http://dx.doi.org/10.1017/S0376892900029167,"Seventeenth Triennial General Assembly of IUCN, held in San José, Costa Rica, from 1–10 February 1988",Drake McHugh,1988,Environmental Conservation,"aff1 /// IUCN ///  /// ,  /// Avenue du Mont-Blanc ///  /// ,  /// CH-1196 Gland ///  /// ,  /// Switzerland ///  /// ."
"Palais des Nations, 1211 Geneva 10, Switzerland.",,10.1017/S0376892900029118,http://dx.doi.org/10.1017/S0376892900029118,"ECE Declaration on Conservation of Flora, Fauna, and Their Habitats",United Nations Economic Commission for Europe,1988,Environmental Conservation,"aff1 /// Palais des Nations ///  /// ,  /// 1211 Geneva 10 ///  /// ,  /// Switzerland ///  /// ."
"Département de Mathématiques, Ecole Polytechnique Fédérale, Lausanne, Switzerland",EPFL,10.1017/S0143385700001358,http://dx.doi.org/10.1017/S0143385700001358,On the entropy in II von Neumann algebras,O. Besson,1981,Ergodic Theory and Dynamical Systems,"aff1 /// Département de Mathématiques ///  /// ,  /// Ecole Polytechnique Fédérale ///  /// ,  /// Lausanne ///  /// ,  /// Switzerland /// "
"International Programmes' Coordinator, Kermely 12–32, Geneva 1206, Switzerland.",,10.1017/S0376892900031118,http://dx.doi.org/10.1017/S0376892900031118,St Petersburg A-Ya Society Looking for Foreign Collaborators,Olga A. Nalivkina,1992,Environmental Conservation,"aff1 /// International Programmes' Coordinator,  /// Kermely 12–32 ///  /// ,  /// Geneva 1206 ///  /// ,  /// Switzerland ///  /// ."
"Palais des Nations, CH-1211 Geneva 10, Switzerland.",,10.1017/S0376892900033336,http://dx.doi.org/10.1017/S0376892900033336,ECE Convention on Transboundary Effects of Industrial Accidents: Implementation Infrastructure,"Environment and Human Settlements Division, Economic Commission for Europe",1994,Environmental Conservation,"aff1 /// Palais des Nations ///  /// ,  /// CH-1211 Geneva 10 ///  /// ,  /// Switzerland ///  /// ."
"PO Box 2300, CH-1211 Geneva 2, Switzerland",,10.1017/S037689290002467X,http://dx.doi.org/10.1017/S037689290002467X,Small Islands Most Vulnerable to Natural Disasters,"Information and Public Affairs Office, World Meteorological Organization",1994,Environmental Conservation,"aff1 /// PO Box 2300 ///  /// ,  /// CH-1211 Geneva 2 ///  /// ,  /// Switzerland /// "
"Palais des Nations, 1211 Geneva 10, Switzerland.",,10.1017/S0376892900025418,http://dx.doi.org/10.1017/S0376892900025418,Energy of the Future: A Glance at Some Alternative Technologies,Economic Commission for Europe,1977,Environmental Conservation,"aff1 /// Palais des Nations ///  /// ,  /// 1211 Geneva 10 ///  /// ,  /// Switzerland ///  /// ."
"Palais des Nations, 1211 Geneva 10, Switzerland.",,10.1017/S0376892900026801,http://dx.doi.org/10.1017/S0376892900026801,Enhanced Recovery Techniques Could Double the Yield of Known Oil Reserves,United Nations Information Service,1981,Environmental Conservation,"aff1 /// Palais des Nations ///  /// ,  /// 1211 Geneva 10 ///  /// ,  /// Switzerland ///  /// ."
"Avenue du Mont-Blanc, 1196 Gland, Switzerland.",,10.1017/S0376892900026680,http://dx.doi.org/10.1017/S0376892900026680,USSR to Continue Whaling in Southern Ocean,IUCN,1981,Environmental Conservation,"aff1 /// Avenue du Mont-Blanc ///  /// ,  /// 1196 Gland ///  /// ,  /// Switzerland ///  /// ."
"Avenue Giuseppe Motta 41, 1211 Geneva 20, Switzerland.",,10.1017/S0376892900018671,http://dx.doi.org/10.1017/S0376892900018671,The World Meteorological Organization's Statement on Climatic Change,World Meteorological Organization,1976,Environmental Conservation,"aff1 /// Avenue Giuseppe Motta 41 ///  /// ,  /// 1211 Geneva 20 ///  /// ,  /// Switzerland ///  /// ."
"Avenue Giuseppe Motta 41, 1211 Geneva 20, Switzerland",,10.1017/S0376892900018695,http://dx.doi.org/10.1017/S0376892900018695,WMO Programme for the Sudano–Sahelian Zone,World Meteorological Organization,1976,Environmental Conservation,"aff1 /// Avenue Giuseppe Motta 41 ///  /// ,  /// 1211 Geneva 20 ///  /// ,  /// Switzerland /// "
"Palais des Nations, 1211 Geneva 10, Switzerland.",,10.1017/S0376892900024966,http://dx.doi.org/10.1017/S0376892900024966,Water Management: Call for International Cooperation,United Nations Information Service,1977,Environmental Conservation,"aff1 /// Palais des Nations ///  /// ,  /// 1211 Geneva 10 ///  /// ,  /// Switzerland ///  /// ."
