Matching Affiliation,Institution Guess,doi,url,Article Title,Authors,Year,Journal Title,All Affiliations
"Addiction Switzerland, Lausanne, Switzerland",,10.1515/ijamh-2013-0330,http://dx.doi.org/10.1515/ijamh-2013-0330,Non-medical prescription drug and illicit street drug use among young Swiss men and associated mental health issues,Stéphanie Baggio /// Joseph Studer /// Meichun Mohler-Kuo /// Jean-Bernard Daeppen /// Gerhard Gmel,2014,International Journal of Adolescent Medicine and Health,"aff1 /// 1 ///  /// Alcohol Treatment Center, Lausanne University Hospital, Lausanne, Switzerland /// aff2 /// 2 ///  /// Institute of Social and Preventive Medicine, University of Zurich, Zurich, Switzerland /// aff3 /// 3 ///  /// Addiction Switzerland, Lausanne, Switzerland /// aff4 /// 4 ///  /// Center for Addiction and Mental Health, Ontario, Canada /// aff5 /// 5 ///  /// University of the West of England, Frenchay Campus Coldharbour Lane, Bristol, UK"
"University of Basel, Department of Obstetrics and Gynecology, Switzerland",University of Basel,10.1515/JPM.2007.032,http://dx.doi.org/10.1515/JPM.2007.032,Role of omega 3-fatty acids and multivitamins in gestation,Irene Hösli /// Rosanna Zanetti-Daellenbach /// Wolfgang Holzgreve /// Olav Lapaire,2007,Journal of Perinatal Medicine,"a1 /// 1.  ///  /// University of Basel, Department of Obstetrics and Gynecology, Switzerland /// a2 /// 2.  ///  /// University of Basel, Department of Obstetrics and Gynecology, Switzerland /// a3 /// 3.  ///  /// University of Basel, Department of Obstetrics and Gynecology, Switzerland /// a4 /// 4.  ///  /// University of Basel, Department of Obstetrics and Gynecology, Switzerland"
"Department of Obstetrics, Zurich University Hospital, Zurich, Switzerland",University of Zurich,10.1515/JPM.2008.053,http://dx.doi.org/10.1515/JPM.2008.053,Post-delivery oxidative stress in women with preeclampsia or IUGR,Patricia Kressig /// Ernst Beinder /// Horst Schweer /// Roland Zimmermann /// Ursula von Mandach,2008,Journal of Perinatal Medicine,"a1 /// 1 ///  /// Department of Obstetrics, Zurich University Hospital, Zurich, Switzerland /// a2 /// 2 ///  /// Department of Obstetrics, Zurich University Hospital, Zurich, Switzerland /// a3 /// 3 ///  /// Department of Pediatrics, Philipps University Marburg, Germany /// a4 /// 4 ///  /// Department of Obstetrics, Zurich University Hospital, Zurich, Switzerland /// a5 /// 5 ///  /// Department of Obstetrics, Zurich University Hospital, Zurich, Switzerland"
"Service des Vértébras, Station fédérale de recherches agronomiques de Changins, 1260-Nyon, Switzerland",,10.1515/mamm-1988-0404,http://dx.doi.org/10.1515/mamm-1988-0404,"Rythmes d’activité de trois espèces de Pitymys : Pitymys multiplex, P. savii, P. subterraneus (Mammalia, Rodentia)",Marco Salvioni,1988,Mammalia,"aff1 /// 1 ///  /// Service des Vértébras, Station fédérale de recherches agronomiques de Changins, 1260-Nyon, Switzerland"
"University Children's Hospital, Zürich, Switzerland",University of Zurich,10.1515/pteridines.2009.20.1.136,http://dx.doi.org/10.1515/pteridines.2009.20.1.136,"Hans-Christoph Curtius, Obituary",Dietmar Fuchs /// Nenad Blau,2009,Pteridines,"aff1 /// 1 ///  /// International Society of Pteridinology /// aff2 /// 2 ///  /// University Children's Hospital, Zürich, Switzerland"
"Empa, Swiss Federal Laboratories for Materials Testing and Research, Lerchefenldstrasse 5, St. Gallen, Switzerland",,10.1351/PAC-CON-09-10-38,http://dx.doi.org/10.1351/PAC-CON-09-10-38,Plasma functionalization of textiles: Specifics and possibilities,Sebastien Guimond /// Barbara Hanselmann /// Martin Amberg /// Dirk Hegemann,2010,Pure and Applied Chemistry,"aff1 /// 1 ///  /// Empa, Swiss Federal Laboratories for Materials Testing and Research, Lerchefenldstrasse 5, St. Gallen, Switzerland"
"Equine Department, Vetsuisse Faculty, University of Zurich, Winterthurerstrasse 260, CH-8057 Zurich, Switzerland",University of Zurich,10.1515/plm-2012-0003,http://dx.doi.org/10.1515/plm-2012-0003,The use of lasers in veterinary ophthalmology: Recommendations based on literature,Bernhard M. Spiess,2012,Photonics and Lasers in Medicine,"aff1 /// 1 ///  /// Equine Department, Vetsuisse Faculty, University of Zurich, Winterthurerstrasse 260, CH-8057 Zurich, Switzerland"
"Department of Chemistry, University of Zurich, Winterthurerstrasse 190, 8057 Zurich, Switzerland",University of Zurich,10.1515/pac-2013-1026,http://dx.doi.org/10.1515/pac-2013-1026,Structural aspects of molecular recognition in the immune system. Part II: Pattern recognition receptors (IUPAC Technical Report),John A. Robinson /// Kerstin Moehle,2014,Pure and Applied Chemistry,"aff1 /// 1 ///  /// Department of Chemistry, University of Zurich, Winterthurerstrasse 190, 8057 Zurich, Switzerland"
"International Programme on Chemical Safety, World Health Organization, Geneva, Switzerland",,10.1351/pac199668091731,http://dx.doi.org/10.1351/pac199668091731,Chlorine in Water Disinfection,Hend Galal-Gorchev,1996,Pure and Applied Chemistry,"aff1 /// 1 ///  /// International Programme on Chemical Safety, World Health Organization, Geneva, Switzerland"
"Chemical Process Technology, Roche Vitamins Ltd., CH-4070 Basel, Switzerland",,10.1351/pac200274081383,http://dx.doi.org/10.1351/pac200274081383,Chemical synthesis project. A new yellow carotenoid,Alfred Giger,2002,Pure and Applied Chemistry,"aff1 /// 1 ///  /// Chemical Process Technology, Roche Vitamins Ltd., CH-4070 Basel, Switzerland"
"Institut d'Electrochimie et de Radiochimie, Swiss Federal Institute of Technology, CH-1Ö15 Lausanne, Switzerland",EPFL,10.1524/ract.1987.42.1.1,http://dx.doi.org/10.1524/ract.1987.42.1.1,Total Cross-Sections for Reactions Induced by Oxygen-18 on Lithium,TH. DIACO /// C. FRIEDLI /// P. LERCH,1987,Radiochimica Acta,"aff1 /// 1 ///  /// Institut d'Electrochimie et de Radiochimie, Swiss Federal Institute of Technology, CH-1Ö15 Lausanne, Switzerland"
"Department of English, Universität Bern, Switzerland, e-mail: gabriele.rippl@ens.unibe.ch",University of Bern,10.1515/zaa-2014-0042,http://dx.doi.org/10.1515/zaa-2014-0042,A.S. Byatt,Gabriele Rippl,2014,Zeitschrift für Anglistik und Amerikanistik,"aff1 /// 1 ///  /// Department of English, Universität Bern, Switzerland, e-mail:  /// gabriele.rippl@ens.unibe.ch /// "
"Universität Basel, Ägyptologie, Petersgraben 51, CH-4051 Basel, Switzerland",University of Basel,10.1515/zaes-2014-0007,http://dx.doi.org/10.1515/zaes-2014-0007,Splitting the ? A Discussion of Written Forms in Coffin Texts,Andréas Stauder,2014,Zeitschrift für Ägyptische Sprache und Altertumskunde,"aff1 /// 1 ///  /// Universität Basel, Ägyptologie, Petersgraben 51, CH-4051 Basel, Switzerland"
Atelier Strebel AG/SA Bahnhofstrasse 15 CH-5502 Hunzenschwil Switzerland,,10.1515/res-2012-0018,http://dx.doi.org/10.1515/res-2012-0018,Potassium Permanganate Bleaching of an 18th-Century Hand-Coloured Aquatint Print,Martin Strebel,2012,Restaurator. International Journal for the Preservation of Library and Archival Material,aff1 /// 1 ///  /// Atelier Strebel AG/SA Bahnhofstrasse 15 CH-5502 Hunzenschwil Switzerland
"Laboratorium für Radiochemie, Universität Bern, 3000 Bern 9, Switzerland",University of Bern,10.1524/ract.1989.47.1.21,http://dx.doi.org/10.1524/ract.1989.47.1.21,Determination of Refractory Trace Elements in Chinese Meteorites by RNAA,URS KRAHENBÜHL /// MARIO BURGER,1989,Radiochimica Acta,"aff1 /// 1 ///  /// Laboratorium für Radiochemie, Universität Bern, 3000 Bern 9, Switzerland"
"Institut d'Electrochimie et de Radiochimie, Swiss Federal Institute of Technology, CH-1015 Lausanne, Switzerland",EPFL,10.1524/ract.1988.43.3.139,http://dx.doi.org/10.1524/ract.1988.43.3.139,Excitation Functions for some Reactions Induced by Β on Light Elements,Μ.E. CO COLIN /// C. FRIEDLI,1988,Radiochimica Acta,"aff1 /// 1 ///  /// Institut d'Electrochimie et de Radiochimie, Swiss Federal Institute of Technology, CH-1015 Lausanne, Switzerland"
"Laboratory for Building Materials, Swiss Federal Institute of Technology, Zürich, Switzerland",ETH Zurich,10.1515/rbm-1998-5243,http://dx.doi.org/10.1515/rbm-1998-5243,Numerische Simulation von Temperaturgradienten und thermisch induzierten Eigenspannungen in Natursteinplatten infolge von Sonneneinstrahlung / Simulation of Temperature Gradients and Stresses in Natural Stone Plates under Solar Radiation,H. Sadouki /// F. H. Wittmann,1998,Restoration of Buildings and Monuments,"aff1 /// 1 ///  /// Laboratory for Building Materials, Swiss Federal Institute of Technology, Zürich, Switzerland"
"Institut für Physik der Universität Basel Klingelbergstr.82, CH-4056 Basel, Switzerland",University of Basel,10.1524/zpch.1988.157.Part_2.855,http://dx.doi.org/10.1524/zpch.1988.157.Part_2.855,Electronic Transport Properties of Glassy and Quasicrystalline PdUSi*,A. Tschumi /// T. Zingg /// H.-J. Güntherodt,1988,Zeitschrift für Physikalische Chemie,"a1 /// Institut für Physik der Universität Basel Klingelbergstr.82, CH-4056 Basel, Switzerland"
"Institut für Physik, Universität Basel, Klingelbergstr. 82, CH-4056 Basel, Switzerland",University of Basel,10.1524/zpch.1988.157.Part_2.483,http://dx.doi.org/10.1524/zpch.1988.157.Part_2.483,Valence Electron Structure of the Heavy Polyvalent Liquid Metals from Mercury to Bismuth*,P. Oelhafen /// G. Indlekofer /// H.-J. Güntherodt,1988,Zeitschrift für Physikalische Chemie,"a1 /// Institut für Physik, Universität Basel, Klingelbergstr. 82, CH-4056 Basel, Switzerland"
"Physikalisch-Chemisches Institut, Universität Zürich, Winterthurerstr. 190, CH-8057 Zürich, Switzerland",University of Zurich,10.1524/zpch.1993.180.Part_1_2.051,http://dx.doi.org/10.1524/zpch.1993.180.Part_1_2.051,The Versatile Electron Spin Polarization of -Butyl Radicals in Solution*,G.-H. Goudsmit /// F. Jent /// H. Paul,1993,Zeitschrift für Physikalische Chemie,"a1 /// Physikalisch-Chemisches Institut, Universität Zürich, Winterthurerstr. 190, CH-8057 Zürich, Switzerland"
"Institut für Physik, Universität Basel Klingelbergstrasse 82, CH-4056 Basel, Switzerland",University of Basel,10.1524/zpch.1988.157.Part_1.171,http://dx.doi.org/10.1524/zpch.1988.157.Part_1.171,CO Chemisorption on Different Amorphous and Polycrystalline Alloys*,R. Hauert /// P. Oelhafen /// H.-J. Güntherodt,1988,Zeitschrift für Physikalische Chemie,"a1 /// Institut für Physik, Universität Basel Klingelbergstrasse 82, CH-4056 Basel, Switzerland"
"Department of Political Science, University of St. Gallen, Rosenbergstrasse 51, 9000 St. Gallen, Switzerland",University of St-Gall,10.1515/bap-2014-0046,http://dx.doi.org/10.1515/bap-2014-0046,The long arm of justice: U.S. structural power and international banking,Patrick Emmenegger,2015,Business and Politics,"aff1 /// 1 ///  /// Department of Political Science, University of St. Gallen, Rosenbergstrasse 51, 9000 St. Gallen, Switzerland"
"Ecole Polytechnique Fédérale de Lausanne, IPSB–Cristallographie, Le Cubotron (BSP), CH-1015 Lausanne, Switzerland",EPFL,10.1515/zkri-2015-1863,http://dx.doi.org/10.1515/zkri-2015-1863, and other methods to halve objects,Dieter Schwarzenbach,2015,Zeitschrift für Kristallographie - Crystalline Materials,"aff1 /// 1 ///  /// Ecole Polytechnique Fédérale de Lausanne, IPSB–Cristallographie, Le Cubotron (BSP), CH-1015 Lausanne, Switzerland"
"University of Basel, Italian Linguistics, Maiengasse 51, 4056 Basel, Switzerland",University of Basel,10.1515/flin-2015-0001,http://dx.doi.org/10.1515/flin-2015-0001,On the status of exhaustiveness in cleft sentences: An empirical and cross-linguistic study of English --clefts and Italian --clefts,Anna-Maria De Cesare /// Davide Garassino,2015,Folia Linguistica,"aff1 /// 1 ///  /// University of Basel, Italian Linguistics, Maiengasse 51, 4056 Basel, Switzerland"
"University of Fribourg Language Centre, Rue de Rome 1, CH-1700 Fribourg, Switzerland",University of Fribourg,10.1515/cercles-2015-0001,http://dx.doi.org/10.1515/cercles-2015-0001,Does a picture say more than 7000 words? Windows of opportunity to learn languages – an attempt at a creative reflective poster,Iris Schaller-Schwaner,2015,Language Learning in Higher Education,"aff1 /// 1 ///  /// University of Fribourg Language Centre, Rue de Rome 1, CH-1700 Fribourg, Switzerland"
"Asien-Orient-Institut, Universität Zürich, Islamwissenschaft, Wiesenstrasse 9, 8008 Zürich, Switzerland.",University of Zurich,10.1515/asia-2015-0002,http://dx.doi.org/10.1515/asia-2015-0002,Al-Fārābīs Kommentar zum Almagest in sekundärer Überlieferung bei Ibn aṣ-Ṣalāḥ: Ein vorläufiger Bericht,Johannes Thomann,2015,Asiatische Studien - Études Asiatiques,"aff1 /// 1 ///  /// Asien-Orient-Institut, Universität Zürich, Islamwissenschaft, Wiesenstrasse 9, 8008 Zürich, Switzerland."
"Abteilung für Sinologie, Asien-Orient-Institut, Universität Zürich, Zürichbergstrasse 4, 8032 Zürich, Switzerland",University of Zurich,10.1515/asia-2015-1026,http://dx.doi.org/10.1515/asia-2015-1026,"Hermann, Marc: Leib und (A-)Moral. Ideologie- und Moralkritik im Werk von Zhang Ailing",Justyna Jaguscik,2015,Asiatische Studien - Études Asiatiques,"aff1 /// 1 ///  /// Abteilung für Sinologie, Asien-Orient-Institut, Universität Zürich, Zürichbergstrasse 4, 8032 Zürich, Switzerland"
"Departement Mathematik, ETH Zürich, Rämistrasse 101, 8092 Zürich, Switzerland",ETH Zurich,10.1515/acv-2012-0102,http://dx.doi.org/10.1515/acv-2012-0102,An integrability result for -vector fields in the plane,Mircea Petrache,2013,Advances in Calculus of Variations,"aff1 /// 1 ///  /// Departement Mathematik, ETH Zürich, Rämistrasse 101, 8092 Zürich, Switzerland"
"University of Basel, Biozentrum, Growth and Development, Klingelbergstrasse 70, CH-4056 Basel, Switzerland",University of Basel,10.1515/BC.2009.056,http://dx.doi.org/10.1515/BC.2009.056,On the fate of early endosomes,Anne Spang,2009,Biological Chemistry,"aff1 /// 1 ///  /// University of Basel, Biozentrum, Growth and Development, Klingelbergstrasse 70, CH-4056 Basel, Switzerland"
"Department of Biochemistry, University of Zurich, Winterthurerstrasse 190,  CH-8057 Zurich, Switzerland",University of Zurich,10.1515/hsz-2014-0132,http://dx.doi.org/10.1515/hsz-2014-0132,Single-molecule spectroscopy of unfolded proteins and chaperonin action,Hagen Hofmann,2014,Biological Chemistry,"aff1 /// 1 ///  /// Department of Biochemistry, University of Zurich, Winterthurerstrasse 190,  CH-8057 Zurich, Switzerland"
"Institute for Work and Health, University of Lausanne and Geneva, 1066 Epalinges-Lausanne, Switzerland",University of Geneva,10.1515/bnm-2013-0007,http://dx.doi.org/10.1515/bnm-2013-0007,Human inhalation exposure to iron oxide particles,Nastassja Lewinski /// Halshka Graczyk /// Michael Riediker,2013,BioNanoMaterials,"aff1 /// 1 ///  /// Institute for Work and Health, University of Lausanne and Geneva, 1066 Epalinges-Lausanne, Switzerland"
"Swiss Center for Electronics and Microtechnology (CSEM), Neuchâtel, Switzerland",,10.1515/bmt-2012-4264,http://dx.doi.org/10.1515/bmt-2012-4264,Continuous non-occlusive blood pressure monitoring at the sternum,M. Proença /// A. Falhi /// D. Ferrario /// O. Grossenbacher /// J.-A. Porchet /// J. Krauss /// J. Sola,2012,Biomedical Engineering / Biomedizinische Technik,"aff1 /// 1 ///  /// Swiss Center for Electronics and Microtechnology (CSEM), Neuchâtel, Switzerland"
"Chair in Non-Invasive Brain-Machine Interface, École Polytechnique Fédérale de Lausanne, Switzerland",EPFL,10.1515/bmt-2013-4437,http://dx.doi.org/10.1515/bmt-2013-4437,Brain-Actuated Assistive Mobility for Disabled End-User,R Leeb /// T Carlson /// L Tonin /// JdR Millán,2013,Biomedical Engineering / Biomedizinische Technik,"aff1 /// 1 ///  /// Chair in Non-Invasive Brain-Machine Interface, École Polytechnique Fédérale de Lausanne, Switzerland"
"Institut für Mathematik, Universität Zürich, Winterthurerstr. 190, 8057 Zürich, Switzerland",University of Zurich,10.1515/crelle-2012-0090,http://dx.doi.org/10.1515/crelle-2012-0090,"L'algèbre de Hopf et le groupe de Galois motiviques d'un corps de caractéristique nulle, II",Joseph Ayoub,2014,Journal für die reine und angewandte Mathematik (Crelles Journal),"aff1 /// 1 ///  /// Institut für Mathematik, Universität Zürich, Winterthurerstr. 190, 8057 Zürich, Switzerland"
"University of Basel, Switzerland",University of Basel,10.1515/eujal-2013-0004,http://dx.doi.org/10.1515/eujal-2013-0004,"Language policies and practices across the Baltic: processes, challenges and prospects",Triin Vihalemm /// Gabrielle Hogan-Brun,2013,European Journal of Applied Linguistics,"aff1 /// 1 ///  /// University of Tartu, Estonia /// aff2 /// 2 ///  /// University of Basel, Switzerland"
"Department of Chief Intensive Care Clinic of the University Hospital Basel, Switzerland",University of Basel,10.1515/ejnm-2012-0005,http://dx.doi.org/10.1515/ejnm-2012-0005,“Knowledge-based (personalized) medicine” instead of “evidence-based (cohort) medicine”,Patrick Hunziker,2012,European Journal of Nanomedicine,"aff1 /// 1 ///  /// Department of Chief Intensive Care Clinic of the University Hospital Basel, Switzerland"
"Eidgenössische Technische Hochschule (ETH), Department of Materials, CH-8092 Zürich, Switzerland; Fax 01-6321178",ETH Zurich,10.1515/epoly.2002.2.1.109,http://dx.doi.org/10.1515/epoly.2002.2.1.109,Quasi-one-dimensional platinum compound/polymer composites,Juliane Bremi /// Walter Caseri /// Paul Smith,2002,e-Polymers,"aff1 /// 1 ///  /// Eidgenössische Technische Hochschule (ETH), Department of Materials, CH-8092 Zürich, Switzerland; Fax 01-6321178"
