springer id,title,eissn,pissn,number of articles,minYear,maxYear,cardinality,missing years
10936,Journal of Psycholinguistic Research,1573-6555,0090-6905,1429,1971.0,2016.0,46,0.0
13762,International Journal of Environmental Science and Technology,1735-2630,1735-1472,1429,2004.0,2016.0,13,0.0
40761,Il Nuovo Cimento (1943-1954),1827-6121,,1428,1943.0,1954.0,11,1.0
13738,Journal of the Iranian Chemical Society,1735-2428,1735-207X,1427,2004.0,2016.0,13,0.0
11585,Journal of Zhejiang University SCIENCE B,1862-1783,1673-1581,1426,2005.0,2016.0,12,0.0
11116,Transportation,1572-9435,0049-4488,1423,1972.0,2016.0,45,0.0
10539,Biology and Philosophy,1572-8404,0169-3867,1422,1986.0,2016.0,31,0.0
10628,Doklady Biochemistry and Biophysics,1608-3091,1607-6729,1418,2000.0,2015.0,16,0.0
11630,Journal of Thermal Science,1993-033X,1003-2169,1417,1992.0,2016.0,25,0.0
10903,Journal of Immigrant and Minority Health,1557-1920,1557-1912,1409,1999.0,2016.0,18,0.0
10578,Child Psychiatry and Human Development,1573-3327,0009-398X,1406,1970.0,2016.0,47,0.0
11439,Biophysics,1555-6654,0006-3509,1406,2006.0,2015.0,10,0.0
11916,Current Pain and Headache Reports,1534-3081,1531-3433,1406,1997.0,2016.0,20,0.0
10783,Indo-Iranian Journal,1572-8536,0019-7246,1404,1957.0,2008.0,52,0.0
599,Ricerca in clinica e in laboratorio,1434-4467,0390-5748,1398,1971.0,2000.0,30,0.0
11186,Theory and Society,1573-7853,0304-2421,1398,1974.0,2016.0,43,0.0
12160,Annals of Behavioral Medicine,1532-4796,0883-6612,1396,1995.0,2016.0,22,0.0
182,International Journal of Game Theory,1432-1270,0020-7276,1395,1971.0,2015.0,44,1.0
12262,Indian Journal of Surgery,0973-9793,0972-2068,1395,2007.0,2015.0,9,0.0
718,Wirtschaftsrechtliche Blätter,1864-3434,0930-3855,1394,2007.0,2012.0,6,0.0
12508,Tijdschrift voor gezondheidswetenschappen,1876-8776,1388-7491,1385,2007.0,2016.0,10,0.0
10959,Journal of Theoretical Probability,1572-9230,0894-9840,1384,1988.0,2015.0,28,0.0
11325,Sleep and Breathing,1522-1709,1520-9512,1384,1996.0,2015.0,19,1.0
11577,KZfSS Kölner Zeitschrift für Soziologie und Sozialpsychologie,1861-891X,0023-2653,1384,2000.0,2015.0,16,0.0
40771,Bulletin Géodésique (1946-1975),0007-4632,,1384,1946.0,1975.0,30,0.0
11016,Metascience,1467-9981,0815-0796,1383,1996.0,2015.0,20,0.0
11011,Metabolic Brain Disease,1573-7365,0885-7490,1378,1986.0,2016.0,31,0.0
11739,Internal and Emergency Medicine,1970-9366,1828-0447,1378,2006.0,2016.0,11,0.0
12282,Breast Cancer,1880-4233,1340-6868,1376,1994.0,2016.0,23,0.0
13662,Advances in Difference Equations,1687-1847,,1371,2011.0,2016.0,6,0.0
572,Mycorrhiza,1432-1890,0940-6360,1366,1991.0,2016.0,26,0.0
10384,Japanese Journal of Ophthalmology,1613-2246,0021-5155,1364,2004.0,2016.0,13,0.0
11908,Current Infectious Disease Reports,1534-3146,1523-3847,1364,1999.0,2016.0,18,0.0
12614,Der Freie Zahnarzt,2190-3824,0340-1766,1362,2010.0,2016.0,7,0.0
10555,Cancer and Metastasis Reviews,1573-7233,0167-7659,1361,1982.0,2015.0,34,0.0
11151,Review of Industrial Organization,1573-7160,0889-938X,1361,1984.0,2016.0,32,1.0
493,Combinatorica,1439-6912,0209-9683,1358,1981.0,2015.0,35,0.0
11268,Water Resources,1608-344X,0097-8078,1356,2000.0,2016.0,17,0.0
11414,The Journal of Behavioral Health Services & Research,1556-3308,1094-3412,1355,1972.0,2016.0,43,2.0
11532,Central European Journal of Chemistry,1644-3624,1895-1066,1353,2003.0,2014.0,12,0.0
11948,Science and Engineering Ethics,1471-5546,1353-3452,1352,1995.0,2016.0,22,0.0
10733,High Energy Chemistry,1608-3148,0018-1439,1350,2000.0,2016.0,17,0.0
10893,Journal of Evolutionary Biochemistry and Physiology,1608-3202,0022-0930,1349,2000.0,2015.0,16,0.0
11498,Polymer Science Series A,1555-6107,0965-545X,1349,2006.0,2016.0,11,0.0
11892,Current Diabetes Reports,1539-0829,1534-4827,1348,2001.0,2016.0,16,0.0
11926,Current Rheumatology Reports,1534-6307,1523-3774,1346,1999.0,2016.0,18,0.0
10589,Computational Optimization and Applications,1573-2894,0926-6003,1345,1992.0,2016.0,25,0.0
13312,Indian Pediatrics,0974-7559,0019-6061,1345,2010.0,2016.0,7,0.0
11894,Current Gastroenterology Reports,1534-312X,1522-8037,1344,1999.0,2016.0,18,0.0
11883,Current Atherosclerosis Reports,1534-6242,1523-3804,1342,1999.0,2016.0,18,0.0
11769,Chinese Geographical Science,1993-064X,1002-0063,1341,1991.0,2016.0,26,0.0
11934,Current Urology Reports,1534-6285,1527-2737,1338,2000.0,2016.0,17,0.0
12122,Journal of Labor Research,1936-4768,0195-3613,1338,1980.0,2015.0,36,0.0
11801,Optoelectronics Letters,1993-5013,1673-1905,1335,2005.0,2016.0,12,0.0
12126,Ageing International,1936-606X,0163-5158,1334,1974.0,2015.0,41,1.0
12485,Tijdschrift voor Psychotherapie,1876-5637,0165-1188,1334,1992.0,2015.0,24,0.0
281,Springer Seminars in Immunopathology,1432-2196,0344-4325,1332,1978.0,2016.0,39,0.0
10896,Journal of Family Violence,1573-2851,0885-7482,1332,1986.0,2016.0,31,0.0
792,Extremophiles,1433-4909,1431-0651,1330,1997.0,2016.0,20,0.0
10979,Law and Human Behavior,1573-661X,0147-7307,1330,1977.0,2011.0,35,0.0
11478,Geomagnetism and Aeronomy,1555-645X,0016-7932,1330,2006.0,2016.0,11,0.0
344,Journal of Plant Growth Regulation,1435-8107,0721-7595,1327,1982.0,2015.0,34,0.0
12628,The Dublin Quarterly Journal of Medical Science,1863-4362,0790-2328,1325,1846.0,1871.0,26,0.0
10544,Biomedical Microdevices,1572-8781,1387-2176,1323,1998.0,2016.0,19,0.0
10565,Cell Biology and Toxicology,1573-6822,0742-2091,1319,1984.0,2015.0,32,0.0
11184,Russian Journal of Ecology,1608-3334,1067-4136,1319,2000.0,2016.0,17,0.0
12491,Stimulus,1876-5599,0929-0591,1317,1990.0,2009.0,20,0.0
40259,BioDrugs,1179-190X,1173-8804,1317,1994.0,2016.0,23,0.0
337,Manuelle Medizin,1433-0466,0025-2514,1314,1997.0,2015.0,19,0.0
32,Rendiconti del Seminario Matematico e Fisico di Milano,1424-9294,0370-7377,1312,1927.0,2015.0,82,7.0
10267,Mycoscience,1618-2545,1340-3540,1312,1994.0,2012.0,19,0.0
11501,Proceedings of the Steklov Institute of Mathematics,1531-8605,0081-5438,1310,2006.0,2015.0,10,0.0
10862,Journal of Psychopathology and Behavioral Assessment,1573-3505,0882-2689,1309,1979.0,2015.0,37,0.0
11882,Current Allergy and Asthma Reports,1534-6315,1529-7322,1309,2001.0,2016.0,16,0.0
11910,Current Neurology and Neuroscience Reports,1534-6293,1528-4042,1308,2001.0,2016.0,16,0.0
10126,Marine Biotechnology,1436-2236,1436-2228,1306,1999.0,2016.0,18,0.0
10098,Clean Technologies and Environmental Policy,1618-9558,1618-954X,1304,1998.0,2016.0,19,0.0
11826,Russian Journal of Physical Chemistry B,1990-7923,1990-7931,1302,2007.0,2015.0,9,0.0
367,Geo-Marine Letters,1432-1157,0276-0460,1299,1981.0,2016.0,36,0.0
11741,Journal of Shanghai University (English Edition),1863-236X,1007-6417,1298,1997.0,2011.0,15,0.0
12016,Clinical Reviews in Allergy & Immunology,1559-0267,1080-0549,1298,1983.0,2016.0,34,0.0
10389,Journal of Public Health,1613-2238,0943-1853,1296,1993.0,2015.0,23,0.0
11017,Theoretical Medicine and Bioethics,1573-1200,1386-7415,1295,1980.0,2015.0,36,0.0
10450,Adsorption,1572-8757,0929-5607,1294,1995.0,2016.0,22,0.0
10484,Biofeedback and Self-regulation,1573-3270,0363-3586,1292,1976.0,2016.0,41,0.0
12109,Publishing Research Quarterly,1936-4792,1053-8801,1289,1985.0,2015.0,31,0.0
12648,Indian Journal of Physics,0974-9845,0973-1458,1288,2009.0,2016.0,8,0.0
10441,Acta Biotheoretica,1572-8358,0001-5342,1284,1935.0,2016.0,76,6.0
12325,Advances in Therapy,1865-8652,0741-238X,1281,2000.0,2016.0,17,0.0
11543,Il Nuovo Cimento C,1826-9885,0390-5551,1279,1978.0,1996.0,19,0.0
12594,Journal of the Geological Society of India,0974-6889,0016-7622,1279,2009.0,2016.0,8,0.0
11912,Current Oncology Reports,1534-6269,1523-3790,1278,1999.0,2016.0,18,0.0
11128,Quantum Information Processing,1573-1332,1570-0755,1277,2002.0,2016.0,15,0.0
503,Juristische Blätter,1613-7639,0022-6912,1276,2007.0,2012.0,6,0.0
12297,Zeitschrift für die gesamte Versicherungswissenschaft,1865-9748,0044-2585,1274,1979.0,2015.0,37,0.0
11013,"Culture, Medicine and Psychiatry",1573-076X,0165-005X,1272,1977.0,2016.0,40,0.0
278,Psychotherapeut,1432-2080,0935-6185,1271,1996.0,2016.0,21,0.0
12248,The AAPS Journal,1550-7416,1234-1234,1270,1999.0,2016.0,18,0.0
11474,Entomological Review,1555-6689,0013-8738,1268,2006.0,2015.0,10,0.0
10992,Journal of Philosophical Logic,1573-0433,0022-3611,1267,1972.0,2015.0,44,0.0
11548,International Journal of Computer Assisted Radiology and Surgery,1861-6429,1861-6410,1264,2006.0,2016.0,11,0.0
12036,Journal of Astrophysics and Astronomy,0973-7758,0250-6335,1264,1980.0,2015.0,36,0.0
11056,New Forests,1573-5095,0169-4286,1256,1986.0,2016.0,31,0.0
11217,Studies in Philosophy and Education,1573-191X,0039-3746,1256,1960.0,2016.0,44,13.0
11512,Arkiv för Matematik,1871-2487,0004-2080,1256,1949.0,2015.0,65,2.0
10591,Contemporary Family Therapy,1573-3335,0892-2764,1254,1979.0,2015.0,37,0.0
11542,Il Nuovo Cimento B Series 10,1826-9877,0369-3554,1254,1965.0,1970.0,6,0.0
64,Operative Orthopädie und Traumatologie,1439-0981,0934-6694,1251,1989.0,2016.0,28,0.0
11256,The Urban Review,1573-1960,0042-0972,1249,1967.0,2016.0,49,1.0
11534,Central European Journal of Physics,1644-3608,1895-1082,1249,2003.0,2014.0,12,0.0
10879,Journal of Contemporary Psychotherapy,1573-3564,0022-0116,1246,1968.0,2016.0,48,1.0
12161,Food Analytical Methods,1936-976X,1936-9751,1243,2008.0,2016.0,9,0.0
11547,La radiologia medica,1826-6983,0033-8362,1238,2006.0,2016.0,11,0.0
11492,Paleontological Journal,1555-6174,0031-0301,1235,2006.0,2016.0,11,0.0
10453,Aerobiologia,1573-3025,0393-5965,1228,1985.0,2015.0,31,0.0
10015,Artificial Life and Robotics,1614-7456,1433-5298,1227,1997.0,2015.0,19,0.0
779,Personal and Ubiquitous Computing,1617-4917,1617-4909,1226,1997.0,2016.0,20,0.0
11213,Systemic Practice and Action Research,1573-9295,1094-429X,1225,1988.0,2016.0,29,0.0
245,Applied Mathematics and Optimization,1432-0606,0095-4616,1224,1974.0,2016.0,42,1.0
10838,Journal for General Philosophy of Science,1572-8587,0925-4560,1223,1970.0,2015.0,46,0.0
138,Machine Vision and Applications,1432-1769,0932-8092,1218,1988.0,2016.0,29,0.0
10228,Ichthyological Research,1616-3915,1341-8998,1218,1996.0,2016.0,21,0.0
10447,International Journal for the Advancement of Counselling,1573-3246,0165-0653,1217,1978.0,2016.0,38,1.0
11077,Policy Sciences,1573-0891,0032-2687,1217,1970.0,2016.0,47,0.0
11766,Applied Mathematics-A Journal of Chinese Universities,1993-0445,1005-1031,1212,1993.0,2015.0,23,0.0
10334,"Magnetic Resonance Materials in Physics, Biology and Medicine",1352-8661,0968-5243,1211,1993.0,2016.0,24,0.0
10603,Journal of Consumer Policy,1573-0700,0168-7034,1211,1977.0,2015.0,38,1.0
11428,Der Diabetologe,1860-9724,1860-9716,1208,2005.0,2016.0,12,0.0
11979,Russian Electrical Engineering,1934-8010,1068-3712,1205,2007.0,2015.0,9,0.0
11841,Sophia,1873-930X,0038-1527,1204,1962.0,2015.0,54,0.0
193,Shock Waves,1432-2153,0938-1287,1201,1991.0,2016.0,26,0.0
12289,International Journal of Material Forming,1960-6214,1960-6206,1200,2008.0,2016.0,9,0.0
13404,Gold Bulletin,2190-7579,0017-1557,1199,1971.0,2015.0,45,0.0
194,Rechtsmedizin,1434-5196,0937-9819,1197,1997.0,2016.0,20,0.0
11497,Physics of Particles and Nuclei Letters,1531-8567,1547-4771,1196,2006.0,2016.0,11,0.0
12610,Andrologie,1760-5377,1166-2654,1192,1991.0,2015.0,25,0.0
10841,Journal of Insect Conservation,1572-9753,1366-638X,1190,1997.0,2015.0,19,0.0
10598,Computational Mathematics and Modeling,1573-837X,1046-283X,1189,1990.0,2016.0,27,0.0
10935,Journal of Primary Prevention,1573-6547,0278-095X,1188,1980.0,2016.0,37,0.0
11251,Instructional Science,1573-1952,0020-4277,1188,1972.0,2016.0,44,1.0
12428,Denkbeeld,1876-5653,0926-7182,1186,2004.0,2016.0,13,0.0
11195,Sexuality and Disability,1573-6717,0146-1044,1185,1978.0,2016.0,34,5.0
12229,The Botanical Review,1874-9372,0006-8101,1184,1935.0,2015.0,81,0.0
10489,Applied Intelligence,1573-7497,0924-669X,1183,1991.0,2016.0,26,0.0
12479,Pallium,1875-7049,1389-2630,1182,2006.0,2015.0,10,0.0
10746,Human Studies,1572-851X,0163-8548,1181,1978.0,2015.0,37,1.0
146,AI & SOCIETY,1435-5655,0951-5666,1180,1987.0,2016.0,30,0.0
10472,Annals of Mathematics and Artificial Intelligence,1573-7470,1012-2443,1180,1990.0,2015.0,26,0.0
10071,Animal Cognition,1435-9456,1435-9448,1177,1998.0,2016.0,19,0.0
10631,Doklady Chemistry,1608-3113,0012-5008,1176,2000.0,2016.0,17,0.0
10092,CALCOLO,1126-5434,0008-0624,1174,1964.0,2016.0,52,1.0
12603,"The journal of nutrition, health & aging",1760-4788,1279-7707,1173,2008.0,2016.0,9,0.0
10327,Journal of General Plant Pathology,1610-739X,1345-2630,1168,2000.0,2016.0,17,0.0
11179,Russian Journal of Marine Biology,1608-3377,1063-0740,1168,2000.0,2015.0,16,0.0
11743,Journal of Surfactants and Detergents,1558-9293,1097-3958,1166,1998.0,2016.0,19,0.0
10160,Economic Bulletin,1438-261X,0343-754X,1164,1974.0,2004.0,31,0.0
11146,The Journal of Real Estate Finance and Economics,1573-045X,0895-5638,1160,1988.0,2016.0,29,0.0
12274,Nano Research,1998-0000,1998-0124,1156,2008.0,2016.0,9,0.0
11604,Japanese Journal of Radiology,1867-108X,1867-1071,1155,2006.0,2016.0,11,0.0
11266,Voluntas: International Journal of Voluntary and Nonprofit Organizations,1573-7888,0957-8765,1154,1990.0,2016.0,27,0.0
11858,ZDM,1863-9704,1863-9690,1151,1997.0,2015.0,19,0.0
13663,Fixed Point Theory and Applications,1687-1812,,1150,2011.0,2016.0,6,0.0
11031,Motivation and Emotion,1573-6644,0146-7239,1143,1977.0,2016.0,40,0.0
11019,"Medicine, Health Care and Philosophy",1572-8633,1386-7423,1138,1998.0,2015.0,18,0.0
11696,Chemical Papers,1336-9075,0366-6352,1138,2006.0,2014.0,9,0.0
11133,Qualitative Sociology,1573-7837,0162-0436,1137,1978.0,2016.0,39,0.0
12363,Mikrochemie,,0369-0261,1136,1923.0,1938.0,16,0.0
10806,Journal of Agricultural and Environmental Ethics,1573-322X,1187-7863,1132,1988.0,2016.0,29,0.0
12471,Netherlands Heart Journal,1876-6250,1568-5888,1131,2007.0,2016.0,10,0.0
10455,Annals of Global Analysis and Geometry,1572-9060,0232-704X,1129,1983.0,2016.0,34,0.0
10961,The Journal of Technology Transfer,1573-7047,0892-9912,1128,1977.0,2016.0,40,0.0
148,Journal of Population Economics,1432-1475,0933-1433,1126,1988.0,2016.0,29,0.0
10560,Child and Adolescent Social Work Journal,1573-2797,0738-0151,1126,1984.0,2016.0,33,0.0
10878,Journal of Combinatorial Optimization,1573-2886,1382-6905,1121,1997.0,2016.0,20,0.0
11978,Russian Agricultural Sciences,1934-8037,1068-3674,1121,2007.0,2015.0,9,0.0
12650,Journal of Visualization,1875-8975,1343-8875,1120,1998.0,2016.0,19,0.0
501,BHM Berg- und Hüttenmännische Monatshefte,1613-7531,0005-8912,1117,2005.0,2015.0,11,0.0
10834,Journal of Family and Economic Issues,1573-3475,1058-0476,1116,1978.0,2015.0,37,1.0
12220,The Journal of Geometric Analysis,1559-002X,1050-6926,1116,1991.0,2016.0,26,0.0
11576,WIRTSCHAFTSINFORMATIK,1861-8936,0937-6429,1114,1999.0,2014.0,16,0.0
12654,Skipr,2211-8772,1876-8695,1114,2011.0,2016.0,6,0.0
12502,Tijdschrift voor Gezondheidsrecht,1875-6794,0165-0874,1112,1990.0,2009.0,20,0.0
11036,Mobile Networks and Applications,1572-8153,1383-469X,1111,1996.0,2015.0,20,0.0
10634,Doklady Physical Chemistry,1608-3121,0012-5016,1109,2000.0,2016.0,17,0.0
10739,Journal of the History of Biology,1573-0387,0022-5010,1108,1968.0,2015.0,48,0.0
11083,Order,1572-9273,0167-8094,1108,1984.0,2016.0,33,0.0
398,"Zeitschrift für Herz-,Thorax- und Gefäßchirurgie",1435-1277,0930-9225,1107,1997.0,2016.0,20,0.0
10924,Journal of Polymers and the Environment,1572-8900,1566-2543,1107,1993.0,2015.0,23,0.0
11145,Reading and Writing,1573-0905,0922-4777,1107,1989.0,2016.0,28,0.0
13365,Journal of NeuroVirology,1538-2443,1355-0284,1107,2001.0,2016.0,16,0.0
11615,Politische Vierteljahresschrift,1862-2860,0032-3470,1102,2000.0,2010.0,11,0.0
10212,European Journal of Psychology of Education,1878-5174,0256-2928,1101,1986.0,2016.0,31,0.0
10851,Journal of Mathematical Imaging and Vision,1573-7683,0924-9907,1101,1992.0,2016.0,25,0.0
12022,Endocrine Pathology,1559-0097,1046-3976,1101,1990.0,2016.0,27,0.0
11222,Statistics and Computing,1573-1375,0960-3174,1098,1991.0,2016.0,26,0.0
11618,Zeitschrift für Erziehungswissenschaft,1862-5215,1434-663X,1098,2000.0,2015.0,16,0.0
10869,Journal of Business and Psychology,1573-353X,0889-3268,1096,1986.0,2016.0,31,0.0
271,Irrigation Science,1432-1319,0342-7188,1094,1978.0,2016.0,39,0.0
10801,Journal of Algebraic Combinatorics,1572-9192,0925-9899,1094,1992.0,2016.0,25,0.0
10583,Children's Literature in Education,1573-1693,0045-6713,1091,1970.0,2015.0,46,0.0
12275,The Journal of Microbiology,1976-3794,1225-8873,1090,2008.0,2016.0,9,0.0
10624,Dialectical Anthropology,1573-0786,0304-4092,1086,1975.0,2015.0,39,2.0
12555,"International Journal of Control, Automation and Systems",2005-4092,1598-6446,1086,2009.0,2016.0,8,0.0
40760,Il Nuovo Cimento (1924-1942),1827-6121,,1084,1924.0,1942.0,19,0.0
10310,Journal of Forest Research,1610-7403,1341-6979,1083,1996.0,2016.0,21,0.0
13158,International Journal of Early Childhood,1878-4658,0020-7187,1083,1969.0,2015.0,47,0.0
10548,Brain Topography,1573-6792,0896-0267,1081,1988.0,2016.0,29,0.0
12414,Bijblijven,1876-4916,0168-9428,1081,2003.0,2015.0,13,0.0
10766,International Journal of Parallel Programming,1573-7640,0885-7458,1078,1972.0,2016.0,44,1.0
10899,Journal of Gambling Studies,1573-3602,1050-5350,1077,1985.0,2015.0,31,0.0
10115,Knowledge and Information Systems,0219-3116,0219-1377,1075,1999.0,2016.0,18,0.0
10867,Journal of Biological Physics,1573-0689,0092-0606,1074,1973.0,2016.0,43,1.0
10956,Journal of Science Education and Technology,1573-1839,1059-0145,1071,1992.0,2016.0,25,0.0
11442,Journal of Geographical Sciences,1861-9568,1009-637X,1066,2001.0,2016.0,16,0.0
11881,Bulletin of the Orton Society,1934-7243,0474-7534,1066,1955.0,2015.0,59,2.0
11802,Journal of Ocean University of China,1993-5021,1672-5182,1065,2002.0,2016.0,15,0.0
12640,Neurotoxicity Research,1476-3524,1029-8428,1065,1999.0,2016.0,18,0.0
11022,Journal of tissue culture methods,1573-0603,0271-8057,1059,1975.0,2004.0,26,4.0
11489,Journal of Ichthyology,1555-6425,0032-9452,1056,2006.0,2015.0,10,0.0
10901,Journal of Housing and the Built Environment,1573-7772,1566-4910,1055,1986.0,2015.0,30,0.0
10120,Gastric Cancer,1436-3305,1436-3291,1054,1998.0,2016.0,19,0.0
11373,Journal of Biomedical Science,1423-0127,1021-7770,1053,1993.0,2008.0,16,0.0
13187,Journal of Cancer Education,1543-0154,0885-8195,1051,2007.0,2016.0,10,0.0
497,Sexual Plant Reproduction,1432-2145,0934-0882,1050,1988.0,2015.0,28,0.0
10825,Journal of Computational Electronics,1572-8137,1569-8025,1050,2002.0,2015.0,14,0.0
10503,Argumentation,1572-8374,0920-427X,1048,1987.0,2015.0,29,0.0
11156,Review of Quantitative Finance and Accounting,1573-7179,0924-865X,1047,1991.0,2016.0,26,0.0
39,Geometric & Functional Analysis GAFA,1420-8970,1016-443X,1046,1991.0,2015.0,25,0.0
11468,Plasmonics,1557-1963,1557-1955,1042,2006.0,2016.0,11,0.0
10712,Surveys in Geophysics,1573-0956,0169-3298,1039,1972.0,2016.0,45,0.0
12503,Tijdschrift voor praktijkondersteuning,1876-5416,1872-4078,1038,2006.0,2016.0,11,0.0
13546,Réanimation,1951-6959,1624-0693,1037,2011.0,2016.0,6,0.0
11118,Potential Analysis,1572-929X,0926-2601,1036,1992.0,2016.0,25,0.0
10110,Papers of the Regional Science Association,1435-5957,0486-2902,1035,1961.0,2004.0,37,7.0
10960,Journal of Traumatic Stress,1573-6598,0894-9867,1035,1988.0,2004.0,17,0.0
481,Ethik in der Medizin,1437-1618,0935-7335,1033,1998.0,2016.0,19,0.0
10198,The European Journal of Health Economics,1618-7601,1618-7598,1031,2000.0,2016.0,17,0.0
11533,Central European Journal of Mathematics,1644-3616,1895-1074,1031,2003.0,2014.0,12,0.0
10730,HEC Forum,1572-8498,0956-2737,1030,1989.0,2016.0,28,0.0
12536,Trabajos de estadistica y de investigacion operativa,1863-8260,0041-0241,1029,1950.0,1985.0,36,0.0
11476,Geochemistry International,1556-1968,0016-7029,1028,2006.0,2016.0,11,0.0
12550,Mycotoxin Research,1867-1632,0178-7888,1027,1985.0,2016.0,32,0.0
13360,The European Physical Journal Plus,2190-5444,,1026,2011.0,2016.0,6,0.0
12598,Rare Metals,1867-7185,1001-0521,1025,2009.0,2016.0,8,0.0
11873,Revue de synthèse,1955-2343,0035-1776,1024,1950.0,2015.0,32,34.0
12204,Journal of Shanghai Jiaotong University (Science),1995-8188,1007-1172,1023,2008.0,2016.0,9,0.0
10347,Facies,1612-4820,0172-9179,1022,1979.0,2016.0,38,0.0
585,Annales Geophysicae,1432-0576,0992-7689,1021,1994.0,2001.0,8,0.0
