First Matching Affiliation,First Matching Author,Institution Guess,doi,url to publisher,Metadata path+filename (local),Article Title,Article Subtitle,Authors,Year,Journal Title,All Affiliations,Publisher,Date of Allowed Open Access Publication,Volume,Issue,Start Page,End Page,ISSN (print),ISSN (electronic),Copyright type,Copyright / Licence,Source,Link to Swissbib,Metadata in MARC XML,Metadata in Dublin Core,Metadata in Json-Marc,Comment
"Friedrich Miescher Institute for Biomedical Research, Novartis Research Foundation, Maulbeerestrasse 66, CH-4058 Basel, Switzerland",Kirsten Jacobeit,unibas,10.1093/nar/gkp508,https://doi.org/10.1093/nar/gkp508,./NAR/nar37-16/abstracts/gkp508.xml,Overestimation of alternative splicing caused by variable probe characteristics in exon arrays,,,2009,Nucleic Acids Research,,Oxford University Press,,37,16,e107,e107,0305-1048,1362-4962,creative-commons,"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/2.0/uk/) which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093nargkp508,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093nargkp508&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093nargkp508&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093nargkp508&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Discovery and Investigative Safety, Novartis Institutes for Biomedical Research, 4057 Basel, Switzerland, Department of Toxicology, Institute of Experimental and Clinical Pharmacology and Toxicology, University of Tübingen, 72074 Tübingen, Germany, Department of Pharmacology and Toxicology, Michigan State University, MI 48824, USA and Biozentrum, University of Basel and Swiss Institute of Bioinformatics, 4056 Basel, Switzerland",Raphaëlle Luisier,unibas,10.1093/nar/gkt1415,https://doi.org/10.1093/nar/gkt1415,./NAR/nar42-7/abstracts/gkt1415.xml,Computational modeling identifies key gene regulatory interactions underlying phenobarbital-mediated tumor promotion,,,2014,Nucleic Acids Research,,Oxford University Press,,42,7,4180,4195,0305-1048,1362-4962,creative-commons,"This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/3.0/), which permits unrestricted reuse, distribution, and reproduction in any medium, provided the original work is properly cited.",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093nargkt1415,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093nargkt1415&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093nargkt1415&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093nargkt1415&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Molecular Immunology, Genome Analysis, Helmholtz Centre for Infection Research, Inhoffenstr. 7, 38124 Braunschweig, Germany, Infection Biology, Biozentrum, University of Basel, Klingelbergstr. 50/70, 4056 Basel, Switzerland and Bacterial Vaccines and Immune Sera, Veterinary Department, Paul Ehrlich Institute, Paul-Ehrlich-Str. 51-59, 63225 Langen, Germany E-mail: sara.leschner@helmholtz-hzi.de",Sara Leschner,unibas,10.1093/nar/gkr1041,https://doi.org/10.1093/nar/gkr1041,./NAR/nar40-7/abstracts/gkr1041.xml,Identification of tumor-specific Salmonella Typhimurium promoters and their regulatory logic,,,2012,Nucleic Acids Research,,Oxford University Press,,40,7,2984,2994,0305-1048,1362-4962,creative-commons,"This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/3.0), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited.",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093nargkr1041,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093nargkr1041&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093nargkr1041&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093nargkr1041&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Department of Anesthesia and Intensive Care, University Hospital Basel, Basel, Switzerland",A. Kopp Lugli,unibas,10.1093/bja/aet381,https://doi.org/10.1093/bja/aet381,./BJAINT/bjaint111-suppl_1/abstracts/aet381.xml,Glycaemic control in the perioperative period,,,2013,British Journal of Anaesthesia,,Oxford University Press,,111,,i18,i34,0007-0912,1471-6771,copyright,"© The Author [2013]. Published by Oxford University Press on behalf of the British Journal of Anaesthesia. All rights reserved. For Permissions, please email: journals.permissions@oup.com",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093bjaaet381,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bjaaet381&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bjaaet381&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bjaaet381&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Department of Anaesthesia and Research, University of Basel Kantonsspital, CH-4031 Basel, Switzerland.",A. URWYLER,unibas,10.1093/bja/70.1.76,https://doi.org/10.1093/bja/70.1.76,./bjaint/bjaint70-1/abstracts/70-1-76.xml,"IN VITRO EFFECT OF EPHEDRINE, ADRENALINE, NORADRENALINE AND ISOPRENALINE ON HALOTHANE-INDUCED CONTRACTURES IN SKELETAL MUSCLE FROM PATIENTS POTENTIALLY SUSCEPTIBLE TO MALIGNANT HYPERTHERMIA",,,1993,BJA: British Journal of Anaesthesia,,Oxford University Press,,70,1,76,79,0007-0912,1471-6771,copyright,© 1993 British Journal of Anaesthesia,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093bja70176,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bja70176&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bja70176&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bja70176&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Department of Anaesthesia, University Surgical Clinic, Basel, Switzerland",W. HÜGIN,unibas,10.1093/bja/34.10.696,https://doi.org/10.1093/bja/34.10.696,./bjaint/bjaint34-10/abstracts/34-10-696.xml,BALLISTOCARDIOGRAPHIC EXPERIMENTS INTO SOME PROBLEMS OF ANAESTHESIA,,,1962,BJA: British Journal of Anaesthesia,,Oxford University Press,,34,10,696,706,0007-0912,1471-6771,copyright,© John Sherratt and Son,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093bja3410696,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bja3410696&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bja3410696&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bja3410696&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Department of Anaesthesia and Research, University of Basel, Switzerland",A. Urwyler,unibas,10.1093/bja/aeq243,https://doi.org/10.1093/bja/aeq243,./BJAINT/bjaint105-4/abstracts/aeq243.xml,Recognizing and managing a malignant hyperthermia crisis: guidelines from the European Malignant Hyperthermia Group,,,2010,British Journal of Anaesthesia,,Oxford University Press,,105,4,417,420,0007-0912,1471-6771,copyright,"© The Author [2010]. Published by Oxford University Press on behalf of the British Journal of Anaesthesia. All rights reserved. For Permissions, please email: journals.permissions@oxfordjournal.org",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093bjaaeq243,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bjaaeq243&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bjaaeq243&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bjaaeq243&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Mathematisches Institut, Universität Basel Rheinsprung 21, CH-4051 Basel, Switzerland",W. Reichel,unibas,10.1112/S002461070300512X,https://doi.org/10.1112/S002461070300512X,./jlms.tar.gz/jlms/abstracts/69-3-657.xml,Eigenvalues of the Radially Symmetric p-Laplacian in Rn,,,2004,Journal of the London Mathematical Society,,Oxford University Press,,69,3,657,675,0024-6107,1469-7750,copyright,© The London Mathematical Society,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101112S002461070300512X,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101112S002461070300512X&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101112S002461070300512X&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101112S002461070300512X&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Departement Umweltwissenschaften, Zoology and Evolution, University of Basel, Vesalgasse 1, 4051 Basel, Switzerland and E-mail: stefan.boos@stud.unibas.ch",Stefan Boos,unibas,10.1093/beheco/aru046,https://doi.org/10.1093/beheco/aru046,./beheco/beheco25-4/abstracts/aru046.xml,Maternal care provides antifungal protection to eggs in the European earwig,,,2014,Behavioral Ecology,,Oxford University Press,,25,4,754,761,1045-2249,1465-7279,copyright,"© The Author 2014. Published by Oxford University Press on behalf of the International Society for Behavioral Ecology. All rights reserved. For permissions, please e-mail: journals.permissions@oup.com",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093behecoaru046,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093behecoaru046&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093behecoaru046&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093behecoaru046&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
University of Zurich E-mail: alois.stutzer@unibas.ch,Alois Stutzer,unibas,10.1093/jleo/ewm057,https://doi.org/10.1093/jleo/ewm057,./JLEORG/jleorg24-2/abstracts/ewm057.xml,Bureaucratic Rents and Life Satisfaction,,,2007,"The Journal of Law, Economics, & Organization",,Oxford University Press,,24,2,476,488,8756-6222,1465-7341,copyright,"© The Author 2007. Published by Oxford University Press on behalf of Yale University. All rights reserved. For permissions, please email: journals.permissions@oxfordjournals.org",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093jleoewm057,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jleoewm057&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jleoewm057&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jleoewm057&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Astronomisches Institut, Universität Basel, Venusstrasse 7, CH 4102 Binningen, Switzerland",O. Gerhard,unibas,10.1111/j.1365-2966.2003.07367.x,https://doi.org/10.1111/j.1365-2966.2003.07367.x,./MNRAS/mnras346-4/abstracts/346-4-L62.xml,Tracing the star stream through M31 using planetary nebula kinematics,,,2003,Monthly Notices of the Royal Astronomical Society,,Blackwell Science Ltd,,346,4,L62,L66,0035-8711,1365-2966,copyright,© 2003 RAS,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101111j13652966200307367x,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j13652966200307367x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j13652966200307367x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j13652966200307367x&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Instituto de Astrofísica de Canarias, Vía Láctea s/n. E-38200 La Laguna, Spain Astronomisches Institut, Universität Basel, Venusstrasse 7, CH-4102 Binningen, Switzerland",J. A. L. Aguerri,unibas,10.1046/j.1365-8711.2003.06067.x,https://doi.org/10.1046/j.1365-8711.2003.06067.x,./MNRAS/mnras338-2/abstracts/338-2-465.xml,Measurement of fast bars in a sample of early-type barred galaxies,,,2003,Monthly Notices of the Royal Astronomical Society,,Blackwell Science Ltd,,338,2,465,480,0035-8711,1365-2966,copyright,© 2003 RAS,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101046j13658711200306067x,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101046j13658711200306067x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101046j13658711200306067x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101046j13658711200306067x&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Department of Anaesthesia, Kantonsspital, 4301 Basel, Switzerland, Kantonsspital, 4031 Basel, Switzerland, 4600 Olten, Switzerland Correspondence to S.C.U.M.",S. C. U. MARSCH,unibas,10.1093/bja/72.6.643,https://doi.org/10.1093/bja/72.6.643,./bjaint/bjaint72-6/abstracts/72-6-643.xml,Prolonged decrease in heart rate variability after elective hip arthroplasty,,,1994,BJA: British Journal of Anaesthesia,,Oxford University Press,,72,6,643,649,0007-0912,1471-6771,copyright,© 1994 British Journal of Anaesthesia,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093bja726643,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bja726643&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bja726643&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093bja726643&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
