First Matching Affiliation,First Matching Author,Institution Guess,doi,url to publisher,Metadata path+filename (local),Article Title,Article Subtitle,Authors,Year,Journal Title,All Affiliations,Publisher,Date of Allowed Open Access Publication,Volume,Issue,Start Page,End Page,ISSN (print),ISSN (electronic),Copyright type,Copyright / Licence,Source,Link to Swissbib,Metadata in MARC XML,Metadata in Dublin Core,Metadata in Json-Marc,Comment
"Forschungsinstitut für Empirische Ökonomie und Wirtschaftspolitik, Universität St. Gallen",Monika Bütler,unisg,10.1111/1468-2516.00227,https://doi.org/10.1111/1468-2516.00227,./j/pwp.2007.8.issue-1/1468-2516.00227/1468-2516.00227.xml,Arbeiten lohnt sich nicht – ein zweites Kind noch weniger. Zu den Auswirkungen einkommensabhängiger Tarife auf das (Arbeitsmarkt-) Verhalten der Frauen,,,2007,Perspektiven der Wirtschaftspolitik,,De Gruyter,,8,1,1,19,1465-6493,1468-2516,copyright,© 2014 by Walter de Gruyter GmbH & Co.,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter1011111468251600227,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter1011111468251600227&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter1011111468251600227&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter1011111468251600227&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"International Breast Cancer Study Group (IBCSG) Statistical Center, Department of Biostatistics and Computational Biology, Dana-Farber Cancer Institute, Boston, MA (MMR, RDG, KNP); Harvard School of Public Health and Harvard Medical School, Boston, MA (MMR, RDG); Emory University School of Medicine, Atlanta, GA (BL-J); Formerly of Emory University School of Medicine, Atlanta, GA (MB); AKESOgen, Inc, Atlanta, GA (MB); Institute of Oncology of Southern Switzerland, Viganello, Switzerland (OP); Department of Medical Oncology/Clinical Research, Ospedale Italiano, Viganello, Switzerland (OP); Swiss Group for Clinical Cancer Research, Bern, Switzerland (OP, BT); Formerly of Emory Biomarker Service Center, Emory University Winship Cancer Institute, Atlanta, GA (WT); Omega Bio-tek, Inc, Norcross, GA (WT); IBCSG Coordinating Center, Bern, Switzerland (RK, RM); IBCSG Central Pathology Office, Bern, Switzerland (RK); IBCSG Central Pathology Office, Milan, Italy (PD’O, GV); Division of Pathology and Laboratory Medicine, European Institute of Oncology, Milan, Italy (PD’O, MOB, GV); Breast Center, Kantonsspital, St Gallen, Switzerland (BT); Department of Cancer and Inflammation, institute of Molecular Medicine, University of Southern Denmark, Odense, Denmark (MBL, HJD); Danish Breast Cancer Cooperative Group, Copenhagen, Denmark (MBL, HJD); Department of Oncology, Odense University Hospital, Odense, Denmark (HD); Multidisciplinary Breast Unit, Department of Gynecologic Oncology, UZ Leuven, Belgium (PN); Department of Medical Oncology, Institut Bergonié, South-West Comprehensive Cancer Center, Bordeaux, France (MD); Frontier Science and Technology Research Foundation, Boston, MA (KNP, RDG); IBCSG, Sydney, Australia (ASC); School of Public Health, University of Sydney, Sydney, Australia (ASC); Department of Medicine, European Institute of Oncology, Milan, Italy (AG); Swiss Center for Breast Health, Sant’Anna Clinics, Lugano-Sorengo, Switzerland (AG); Department of Internal Medicine, University of Michigan Comprehensive Cancer Center, Ann Arbor, MI (JMR); University of Milan, Milan, Italy (GV) E-mail: mregan@jimmy.harvard.edu",Meredith M. Regan,unisg,10.1093/jnci/djs125,https://doi.org/10.1093/jnci/djs125,./JNCI/jnci104-6/abstracts/djs125.xml,CYP2D6 Genotype and Tamoxifen Response in Postmenopausal Women with Endocrine-Responsive Breast Cancer: The Breast International Group 1-98 Trial,,,2012,Journal of the National Cancer Institute,,Oxford University Press,,104,6,441,451,0027-8874,1460-2105,copyright,© The Author 2012. Published by Oxford University Press.,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093jncidjs125,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jncidjs125&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jncidjs125&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jncidjs125&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Affiliations of authors: Department of Medical Oncology, Kantonsspital, St Gallen, Switzerland (SG, AT); Department of Medicine, Institute of Molecular Cancer Research, University of Zurich, Zurich, Switzerland (GM, EV); Department of Internal Medicine, University of Texas Medical Branch, Galveston, TX (Y-FK); Department of Internal Medicine, University of Michigan, Ann Arbor, MI (VBS)",Silke Gillessen,unisg,10.1093/jnci/djq419,https://doi.org/10.1093/jnci/djq419,./JNCI/jnci102-23/abstracts/djq419.xml,Risk of colorectal cancer in men on long-term androgen deprivation therapy for prostate cancer,,,2010,Journal of the National Cancer Institute,,Oxford University Press,,102,23,1760,1770,0027-8874,1460-2105,copyright,© The Author 2010. Published by Oxford University Press.,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093jncidjq419,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jncidjq419&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jncidjq419&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jncidjq419&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
Swiss Economics and University of St. Gallen,Christian Jaag,unisg,10.2202/1446-9022.1189,https://doi.org/10.2202/1446-9022.1189,./j/rne.2011.10.1/rne.2011.10.1.1189/rne.2011.10.1.1189.xml,Entry Deterrence and the Calculation of the Net Cost of Universal Service Obligations,,,2011,Review of Network Economics,,De Gruyter,,10,1,,,,1446-9022,copyright,"©2011 Walter de Gruyter GmbH & Co. KG, Berlin/Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter102202144690221189,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter102202144690221189&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter102202144690221189&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter102202144690221189&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
Universität St. Gallen E-mail: scott.loren@unisg.ch,Scott Loren,unisg,10.1515/ang-2014-0033,https://doi.org/10.1515/ang-2014-0033,./j/angl.2014.132.issue-2/ang-2014-0033/ang-2014-0033.xml,An American Odyssey of Suffering: Aesthetic Strategies in Steve McQueen’s 12 Years a Slave,,,2014,Anglia,,De Gruyter Mouton,,132,2,336,351,0340-5222,1865-8938,copyright,© 2014 by Walter de Gruyter Berlin Boston,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515ang20140033,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515ang20140033&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515ang20140033&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515ang20140033&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"1 Universität St. Gallen, Fachbereich Philosophie, Kulturwissenschaftliche Abteilung, St. Gallen, Schweiz  Universität St. Gallen, Fachbereich Philosophie, Kulturwissenschaftliche Abteilung, St. Gallen, Schweiz",Christoph Henning,unisg,10.1524/dzph.2010.0054,https://doi.org/10.1524/dzph.2010.0054,./j/dzph.2010.58.issue-5/dzph.2010.0054/dzph.2010.0054.xml,Schwerpunkt: Perfektionismus,,,2010,Deutsche Zeitschrift für Philosophie,,Akademie Verlag GmbH,,58,5,696,704,0012-1045,,copyright,"© by Akademie Verlag, St. Gallen, Germany",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101524dzph20100054,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101524dzph20100054&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101524dzph20100054&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101524dzph20100054&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
Universität St. Gallen,Manfred Gärtner,unisg,10.1111/j.1468-2516.2011.00365.x,https://doi.org/10.1111/j.1468-2516.2011.00365.x,./j/pwp.2011.12.issue-3/j.1468-2516.2011.00365.x/j.1468-2516.2011.00365.x.xml,Bankgeheimnis und Verrechnungssteuer: Konsequenzen für die Steuerehrlichkeit in den Kantonen der Schweiz,,,2011,Perspektiven der Wirtschaftspolitik,,De Gruyter,,12,3,258,279,1465-6493,1468-2516,copyright,© 2014 by Walter de Gruyter GmbH & Co.,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101111j14682516201100365x,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101111j14682516201100365x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101111j14682516201100365x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101111j14682516201100365x&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
Universität St. Gallen,Gebhard Kirchgässner,unisg,10.1111/j.1468-2516.2011.00368.x,https://doi.org/10.1111/j.1468-2516.2011.00368.x,./j/pwp.2011.12.issue-3/j.1468-2516.2011.00368.x/j.1468-2516.2011.00368.x.xml,Kaderschmieden der Wirtschaft und/oder Universitäten? Der Auftrag der Wirtschaftsuniversitäten und –fakultäten im 21. Jahrhundert,,,2011,Perspektiven der Wirtschaftspolitik,,De Gruyter,,12,3,317,337,1465-6493,1468-2516,copyright,© 2014 by Walter de Gruyter GmbH & Co.,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101111j14682516201100368x,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101111j14682516201100368x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101111j14682516201100368x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101111j14682516201100368x&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Davis Crown Gall Group, Department of Plant Pathology, University of California, Davis, CA 95616, USA",Chao-Ying Chen,unisg,10.1111/j.1574-6968.1996.tb07970.x,https://doi.org/10.1111/j.1574-6968.1996.tb07970.x,./FEMSLE/femsle135-1/abstracts/135-1-85.xml,Osa protein encoded by plasmid pSa is located at the inner membrane but does not inhibit membrane association of VirB and VirD virulence proteins in Agrobacterium tumefaciens,,,1996,FEMS Microbiology Letters,,Blackwell Publishing Ltd,,135,1,85,92,0378-1097,1574-6968,copyright,© 1996 Federation of European Microbiological Societies. All rights reserved,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101111j157469681996tb07970x,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j157469681996tb07970x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j157469681996tb07970x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j157469681996tb07970x&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"European Palliative Care Research Centre, Faculty of Medicine, Norwegian University of Science and Technology (NTNU), Trondheim Department of Internal Medicine and Palliative Center Cantonal Hospital, Oncological Palliative Medicine, Oncology, St Gallen, Switzerland",F. Strasser,unisg,10.1093/annonc/mdu086,https://doi.org/10.1093/annonc/mdu086,./ANNONC/annonc25-8/abstracts/mdu086.xml,Validation of the Consensus-Definition for Cancer Cachexia and evaluation of a classification model—a study based on data from an international multicentre project (EPCRC-CSA),,,2014,Annals of Oncology,,Oxford University Press,2017-08-01,25,8,1635,1642,0923-7534,1569-8041,copyright,"© The Author 2014. Published by Oxford University Press on behalf of the European Society for Medical Oncology. All rights reserved. For permissions, please email: journals.permissions@oup.com.",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093annoncmdu086,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093annoncmdu086&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093annoncmdu086&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093annoncmdu086&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Department of Internal Medicine, University Hospital Zurich, Switzerland Correspondence to: Augusto Gallino, MD Ospedale San giovanni 6500 bellinzona Switzerland",E. Oechslin,unisg,10.1093/oxfordjournals.annonc.a010499,https://doi.org/10.1093/oxfordjournals.annonc.a010499,./ANNONC/annonc7-10/abstracts/7-10-1059.xml,Pretransplant malignancy in candidates and posttransplant malignancy in recipients of cardiac transplantation,,,1996,Annals of Oncology,,Oxford University Press,,7,10,1059,1063,0923-7534,1569-8041,copyright,© 1996 Kluwer Academic Publishers,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093oxfordjournalsannonca010499,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093oxfordjournalsannonca010499&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093oxfordjournalsannonca010499&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093oxfordjournalsannonca010499&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Division of Infectious Diseases and Hospital Epidemiology, University Hospital Zurich, University of Zurich, Zurich, Switzerland, 2Department of Infectious Diseases, Bern University Hospital and University of Bern, Bern, Switzerland, 3Institute of Medical Virology, University of Zurich, Zurich, Switzerland, 4Laboratory of Virology, University Hospital Geneva, Geneva, Switzerland, 5Division of Immunology and Allergy, University Hospital Lausanne, University of Lausanne, Lausanne, Switzerland, 6Department Biomedicine, University of Basel, Basel, Switzerland, 7Division of Infectious Diseases, Geneva University Hospital, Geneva, 8Division of Immunology, University Hospital Lausanne, Lausanne, Switzerland, 9Division of Infectious Diseases and Hospital Epidemiology, University Hospital Basel, Basel, 10Division of Infectious Diseases, Cantonal Hospital St Gallen, St Gallen, Switzerland and 11Division of Infectious Diseases, Regional Hospital Lugano, Lugano, Switzerland *Corresponding author. Division of Infectious Diseases and Hospital Epidemiology, University Hospital Zurich, University of Zurich, Rämistr. 100, CH-8091 Zurich, Switzerland.",Roger D Kouyos,unisg,10.1093/ije/dyt276,https://doi.org/10.1093/ije/dyt276,./IJE/ije43-3/abstracts/dyt276.xml,Clustering of HCV coinfections on HIV phylogeny indicates domestic and sexual transmission of HCV,,,2014,International Journal of Epidemiology,,Oxford University Press,,43,3,887,896,0300-5771,1464-3685,copyright,© The Author 2014; all rights reserved. Published by Oxford University Press on behalf of the International Epidemiological Association,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093ijedyt276,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093ijedyt276&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093ijedyt276&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093ijedyt276&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
